audio_path,duration_in_sec,duration_in_min,title,sr,vocal_path
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Rapper's Delight.wav,869,14:29,Rapper's Delight,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Rappers_Delight/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Saweetie - ICY GRL [Official Music Video].wav,132,2:12,Saweetie - ICY GRL [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Saweetie_ICY_GRL_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/ENNY - Peng Black Girls (feat. Amia Brave).wav,215,3:35,ENNY - Peng Black Girls (feat. Amia Brave),48000,/scratch/fc2355/separated_rap/htdemucs_ft/ENNY_Peng_Black_Girls_feat_Amia_Brave/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Kanye West - Mercy (Explicit) ft. Big Sean, Pusha T, 2 Chainz.wav",334,5:34,"Kanye West - Mercy (Explicit) ft. Big Sean, Pusha T, 2 Chainz",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Kanye_West_Mercy_Explicit_ft_Big_Sean_Pusha_T_2_Chainz/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Public Enemy - Fight The Power (Official Music Video).wav,318,5:18,Public Enemy - Fight The Power (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Public_Enemy_Fight_The_Power_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/THE SECRET RECIPE. (w⧸ J.Cole).wav,249,4:09,THE SECRET RECIPE. (w/ J.Cole),48000,/scratch/fc2355/separated_rap/htdemucs_ft/THE_SECRET_RECIPE_w_JCole/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Ed Sheeran - Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch].wav",232,3:52,"Ed Sheeran - Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch]",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Ed_Sheeran_Take_Me_Back_To_London_Sir_Spyro_Remix_feat_Stormzy_Jaykae_Aitch/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Tay Money ＂Trappers Delight＂ (WSHH Exclusive - Official Music Video).wav,153,2:33,"Tay Money ""Trappers Delight"" (WSHH Exclusive - Official Music Video)",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Tay_Money_Trappers_Delight_WSHH_Exclusive_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Doja Cat - Tia Tamera (Official Video) ft. Rico Nasty.wav,233,3:53,Doja Cat - Tia Tamera (Official Video) ft. Rico Nasty,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Doja_Cat_Tia_Tamera_Official_Video_ft_Rico_Nasty/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Offset & Cardi B - JEALOUSY (Official Music Video).wav,188,3:08,Offset & Cardi B - JEALOUSY (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Offset_Cardi_B_JEALOUSY_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Brent Faiyaz - Best Time [Official Music Video].wav,90,1:30,Brent Faiyaz - Best Time [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Brent_Faiyaz_Best_Time_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Latto - B＊tch From Da Souf (Remix) (Official Video) ft. Saweetie & Trina.wav,229,3:49,Latto - B*tch From Da Souf (Remix) (Official Video) ft. Saweetie & Trina,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Latto_Btch_From_Da_Souf_Remix_Official_Video_ft_Saweetie_Trina/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Diamonds From Sierra Leone (Remix feat. Jay-Z).wav,214,3:34,Diamonds From Sierra Leone (Remix feat. Jay-Z),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Diamonds_From_Sierra_Leone_Remix_feat_JayZ/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/G-Eazy - I Mean It (Official Music Video) ft. Remo.wav,238,3:58,G-Eazy - I Mean It (Official Music Video) ft. Remo,48000,/scratch/fc2355/separated_rap/htdemucs_ft/GEazy_I_Mean_It_Official_Music_Video_ft_Remo/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Lil' Kim ft. Lil' Cease - Crush On You (Official Video).wav,231,3:51,Lil' Kim ft. Lil' Cease - Crush On You (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Lil_Kim_ft_Lil_Cease_Crush_On_You_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Little Simz - Mood Swings (Official Audio).wav,141,2:21,Little Simz - Mood Swings (Official Audio),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Little_Simz_Mood_Swings_Official_Audio/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Jakob Campbell Bars Rhythm + Flow.wav,138,2:18,Jakob Campbell Bars Rhythm + Flow,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Jakob_Campbell_Bars_Rhythm_Flow/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Das EFX - Baknaffek (Official Video) [Explicit].wav,210,3:30,Das EFX - Baknaffek (Official Video) [Explicit],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Das_EFX_Baknaffek_Official_Video_Explicit/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Eric B. & Rakim - Paid In Full.wav,220,3:40,Eric B. & Rakim - Paid In Full,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Eric_B_Rakim_Paid_In_Full/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Lil Pump - Gucci Gang [Official Music Video].wav,130,2:10,Lil Pump - Gucci Gang [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Lil_Pump_Gucci_Gang_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Dr. Dre - Bang Bang [HD].wav,223,3:43,Dr. Dre - Bang Bang [HD],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Dr_Dre_Bang_Bang_HD/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/TrOyMaN - Run That Shit (Rhythm and Flow - Samples) [Live Video].wav,126,2:06,TrOyMaN - Run That Shit (Rhythm and Flow - Samples) [Live Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/TrOyMaN_Run_That_Shit_Rhythm_and_Flow_Samples_Live_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Latto - Big Energy (Official Video).wav,201,3:21,Latto - Big Energy (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Latto_Big_Energy_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Ice Cube - It Was A Good Day.wav,306,5:06,Ice Cube - It Was A Good Day,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Ice_Cube_It_Was_A_Good_Day/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Nicki Minaj & Ice Spice – Barbie World (with Aqua) [Official Music Video].wav,130,2:10,Nicki Minaj & Ice Spice – Barbie World (with Aqua) [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Nicki_Minaj_Ice_Spice_Barbie_World_with_Aqua_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Kanye West - Flashing Lights ft. Dwele.wav,174,2:54,Kanye West - Flashing Lights ft. Dwele,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Kanye_West_Flashing_Lights_ft_Dwele/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/2Pac - Ambitionz Az a Ridah.wav,279,4:39,2Pac - Ambitionz Az a Ridah,48000,/scratch/fc2355/separated_rap/htdemucs_ft/2Pac_Ambitionz_Az_a_Ridah/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta.wav,227,3:47,A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta,48000,/scratch/fc2355/separated_rap/htdemucs_ft/AAP_Rocky_Praise_The_Lord_Da_Shine_Official_Video_ft_Skepta/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Playboi Carti - Magnolia (Official Video).wav,204,3:24,Playboi Carti - Magnolia (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Playboi_Carti_Magnolia_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Kanye West & Lil Pump - I Love It feat. Adele Givens [Official Music Video].wav,130,2:10,Kanye West & Lil Pump - I Love It feat. Adele Givens [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Kanye_West_Lil_Pump_I_Love_It_feat_Adele_Givens_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Iggy Azalea - Fancy ft. Charli XCX.wav,200,3:20,Iggy Azalea - Fancy ft. Charli XCX,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Iggy_Azalea_Fancy_ft_Charli_XCX/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Drake - Hotline Bling.wav,296,4:56,Drake - Hotline Bling,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Drake_Hotline_Bling/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Foxy Brown - Big Bad Mama (Official Music Video) ft. Dru Hill.wav,323,5:23,Foxy Brown - Big Bad Mama (Official Music Video) ft. Dru Hill,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Foxy_Brown_Big_Bad_Mama_Official_Music_Video_ft_Dru_Hill/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Dr. Dre - Nuthin' But a G Thang Ft. Snoop Dogg (Dirty) Music Video.wav,235,3:55,Dr. Dre - Nuthin' But a G Thang Ft. Snoop Dogg (Dirty) Music Video,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Dr_Dre_Nuthin_But_a_G_Thang_Ft_Snoop_Dogg_Dirty_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Ice Spice - Think U The Shit (Fart) (Official Video).wav,145,2:25,Ice Spice - Think U The Shit (Fart) (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Ice_Spice_Think_U_The_Shit_Fart_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/N.W.A. - Straight Outta Compton (Official Music Video).wav,261,4:21,N.W.A. - Straight Outta Compton (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/NWA_Straight_Outta_Compton_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/I Want to Talk to You.wav,276,4:36,I Want to Talk to You,48000,/scratch/fc2355/separated_rap/htdemucs_ft/I_Want_to_Talk_to_You/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Wu-Tang Clan - C.R.E.A.M. (Official HD Video).wav,242,4:02,Wu-Tang Clan - C.R.E.A.M. (Official HD Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/WuTang_Clan_CREAM_Official_HD_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Lauryn Hill - Doo-Wop (That Thing) (Official Video).wav,236,3:56,Lauryn Hill - Doo-Wop (That Thing) (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Lauryn_Hill_DooWop_That_Thing_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/J. Cole - G.O.M.D.wav,303,5:03,J. Cole - G.O.M.D,48000,/scratch/fc2355/separated_rap/htdemucs_ft/J_Cole_GOMD/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Gang Starr - Mass Appeal (Official Music Video).wav,226,3:46,Gang Starr - Mass Appeal (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Gang_Starr_Mass_Appeal_Official_Music_Video/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Tyler, The Creator - LEMONHEAD (Official Video).wav",85,1:25,"Tyler, The Creator - LEMONHEAD (Official Video)",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Tyler_The_Creator_LEMONHEAD_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/G-Eazy - Been On (Official Music Video).wav,210,3:30,G-Eazy - Been On (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/GEazy_Been_On_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Big Bad Lady.wav,312,5:12,Big Bad Lady,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Big_Bad_Lady/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Ivorian Doll - Rumours (Official Music Video).wav,122,2:02,Ivorian Doll - Rumours (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Ivorian_Doll_Rumours_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/POTATO SALAD.wav,195,3:15,POTATO SALAD,48000,/scratch/fc2355/separated_rap/htdemucs_ft/POTATO_SALAD/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Lil Wayne - A Milli.wav,245,4:05,Lil Wayne - A Milli,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Lil_Wayne_A_Milli/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/City Girls - I Need A Thug (Official Music Video).wav,115,1:55,City Girls - I Need A Thug (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/City_Girls_I_Need_A_Thug_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Cardi B - Enough (Miami) [Official Music Video].wav,156,2:36,Cardi B - Enough (Miami) [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Cardi_B_Enough_Miami_Official_Music_Video/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Nas, AZ, Cormega, Foxy Brown - Affirmative Action (Music Video).wav",268,4:28,"Nas, AZ, Cormega, Foxy Brown - Affirmative Action (Music Video)",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Nas_AZ_Cormega_Foxy_Brown_Affirmative_Action_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Three 6 Mafia - Stay Fly (Official Video).wav,238,3:58,Three 6 Mafia - Stay Fly (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Three_6_Mafia_Stay_Fly_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/MC Lyte - Ruffneck (Official Video) [Explicit].wav,226,3:46,MC Lyte - Ruffneck (Official Video) [Explicit],48000,/scratch/fc2355/separated_rap/htdemucs_ft/MC_Lyte_Ruffneck_Official_Video_Explicit/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Queen Latifah - U.N.I.T.Y..wav,255,4:15,Queen Latifah - U.N.I.T.Y.,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Queen_Latifah_UNITY/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/GloRilla - All Dere feat. Moneybagg Yo (Official Audio).wav,177,2:57,GloRilla - All Dere feat. Moneybagg Yo (Official Audio),48000,/scratch/fc2355/separated_rap/htdemucs_ft/GloRilla_All_Dere_feat_Moneybagg_Yo_Official_Audio/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/TLC - Ain't 2 Proud 2 Beg (Official Video).wav,257,4:17,TLC - Ain't 2 Proud 2 Beg (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/TLC_Aint_2_Proud_2_Beg_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/POP SMOKE - WELCOME TO THE PARTY [SHOT BY GoddyGoddy].wav,239,3:59,POP SMOKE - WELCOME TO THE PARTY [SHOT BY GoddyGoddy],48000,/scratch/fc2355/separated_rap/htdemucs_ft/POP_SMOKE_WELCOME_TO_THE_PARTY_SHOT_BY_GoddyGoddy/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Little Simz - Woman feat. Cleo Sol (Official Video).wav,274,4:34,Little Simz - Woman feat. Cleo Sol (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Little_Simz_Woman_feat_Cleo_Sol_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Salt-N-Pepa - Push It (Official Music Video).wav,265,4:25,Salt-N-Pepa - Push It (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/SaltNPepa_Push_It_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Skepta - Gas Me Up (Diligent).wav,171,2:51,Skepta - Gas Me Up (Diligent),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Skepta_Gas_Me_Up_Diligent/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Doja Cat - Attention (Official Video).wav,281,4:41,Doja Cat - Attention (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Doja_Cat_Attention_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Dr. Dre - Still D.R.E. ft. Snoop Dogg.wav,290,4:50,Dr. Dre - Still D.R.E. ft. Snoop Dogg,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Dr_Dre_Still_DRE_ft_Snoop_Dogg/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Cardi B - WAP feat. Megan Thee Stallion [Official Music Video].wav,252,4:12,Cardi B - WAP feat. Megan Thee Stallion [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Cardi_B_WAP_feat_Megan_Thee_Stallion_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Jack Harlow - Nail Tech [Official Video].wav,208,3:28,Jack Harlow - Nail Tech [Official Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Jack_Harlow_Nail_Tech_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Drake - Toosie Slide (Official Explicit Audio).wav,248,4:08,Drake - Toosie Slide (Official Explicit Audio),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Drake_Toosie_Slide_Official_Explicit_Audio/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Mobb Deep - Shook Ones, Pt. II (Official HD Video).wav",265,4:25,"Mobb Deep - Shook Ones, Pt. II (Official HD Video)",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Mobb_Deep_Shook_Ones_Pt_II_Official_HD_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Travis Scott - SICKO MODE (Audio).wav,314,5:14,Travis Scott - SICKO MODE (Audio),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Travis_Scott_SICKO_MODE_Audio/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Yizzy - Grime ft. JME (Official Video).wav,203,3:23,Yizzy - Grime ft. JME (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Yizzy_Grime_ft_JME_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Kendrick Lamar - Alright (Official Music Video).wav,415,6:55,Kendrick Lamar - Alright (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Kendrick_Lamar_Alright_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/STORMZY - VOSSI BOP.wav,204,3:24,STORMZY - VOSSI BOP,48000,/scratch/fc2355/separated_rap/htdemucs_ft/STORMZY_VOSSI_BOP/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Molly Brazy - Trust None (Official Video).wav,169,2:49,Molly Brazy - Trust None (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Molly_Brazy_Trust_None_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Digable Planets - Rebirth of Slick (Cool Like Dat) (Official Music Video).wav,260,4:20,Digable Planets - Rebirth of Slick (Cool Like Dat) (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Digable_Planets_Rebirth_of_Slick_Cool_Like_Dat_Official_Music_Video/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg.wav",197,3:17,"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Dr_Dre_The_Next_Episode_Official_Music_Video_ft_Snoop_Dogg_Kurupt_Nate_Dogg/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Nicki Minaj - Anaconda.wav,290,4:50,Nicki Minaj - Anaconda,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Nicki_Minaj_Anaconda/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Grandmaster Flash & The Furious Five - The Message (Official Video).wav,359,5:59,Grandmaster Flash & The Furious Five - The Message (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Grandmaster_Flash_The_Furious_Five_The_Message_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Troyman Brings the Energy with Streetlight ｜ Rhythm + Flow ｜ Netflix.wav,165,2:45,Troyman Brings the Energy with Streetlight | Rhythm + Flow | Netflix,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Troyman_Brings_the_Energy_with_Streetlight_Rhythm_Flow_Netflix/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Megan Thee Stallion - Plan B [Official Video].wav,168,2:48,Megan Thee Stallion - Plan B [Official Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Megan_Thee_Stallion_Plan_B_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Keep Their Heads Ringin'.wav,306,5:06,Keep Their Heads Ringin',48000,/scratch/fc2355/separated_rap/htdemucs_ft/Keep_Their_Heads_Ringin/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Afrika Bambaataa & Soul Sonic Force - Planet Rock (Original Video) - 1982.wav,240,4:00,Afrika Bambaataa & Soul Sonic Force - Planet Rock (Original Video) - 1982,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Afrika_Bambaataa_Soul_Sonic_Force_Planet_Rock_Original_Video_1982/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/DaBaby - Rockstar feat. Roddy Ricch [Official Music Video].wav,429,7:09,DaBaby - Rockstar feat. Roddy Ricch [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/DaBaby_Rockstar_feat_Roddy_Ricch_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO].wav,234,3:54,Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Cardi_B_Bodak_Yellow_OFFICIAL_MUSIC_VIDEO/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO).wav,233,3:53,MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),48000,/scratch/fc2355/separated_rap/htdemucs_ft/MACKLEMORE_RYAN_LEWIS_THRIFT_SHOP_FEAT_WANZ_OFFICIAL_VIDEO/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/PinkPantheress, Ice Spice - Boy’s a liar Pt. 2 (Official Video).wav",136,2:16,"PinkPantheress, Ice Spice - Boy’s a liar Pt. 2 (Official Video)",48000,/scratch/fc2355/separated_rap/htdemucs_ft/PinkPantheress_Ice_Spice_Boys_a_liar_Pt_2_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Skepta - Shutdown.wav,171,2:51,Skepta - Shutdown,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Skepta_Shutdown/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/STALLI FREESTYLE.wav,116,1:56,STALLI FREESTYLE,48000,/scratch/fc2355/separated_rap/htdemucs_ft/STALLI_FREESTYLE/vocals.wav
"/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Big Sean - Blessings ft. Drake, Kanye West.wav",311,5:11,"Big Sean - Blessings ft. Drake, Kanye West",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Big_Sean_Blessings_ft_Drake_Kanye_West/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/AUDREY NUNA - damn Right (Official Video).wav,167,2:47,AUDREY NUNA - damn Right (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/AUDREY_NUNA_damn_Right_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Iggy Azalea - Kream ft. Tyga.wav,168,2:48,Iggy Azalea - Kream ft. Tyga,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Iggy_Azalea_Kream_ft_Tyga/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/ENNY - No More Naija Men.wav,173,2:53,ENNY - No More Naija Men,48000,/scratch/fc2355/separated_rap/htdemucs_ft/ENNY_No_More_Naija_Men/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Latto - Sunday Service (Official Video).wav,169,2:49,Latto - Sunday Service (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Latto_Sunday_Service_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Roddy Ricch - The Box [Official Music Video].wav,213,3:33,Roddy Ricch - The Box [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Roddy_Ricch_The_Box_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Ed Sheeran - Don't [Official Music Video].wav,291,4:51,Ed Sheeran - Don't [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Ed_Sheeran_Dont_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Eminem - Rap God (Explicit).wav,369,6:09,Eminem - Rap God (Explicit),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Eminem_Rap_God_Explicit/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Cardi B - Money (Official Audio).wav,184,3:04,Cardi B - Money (Official Audio),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Cardi_B_Money_Official_Audio/vocals.wav
